epoch,loss,kb,saturation,perfect_rate
0,0.3762838764190674,0.0,0.7493722740172509,0.9957999587059021
1,0.15414461240768432,0.3978133201599121,0.7526929849284373,0.998199999332428
2,0.08119473071098328,0.33400958776474,0.7559617922909277,0.998199999332428
3,0.04878907809257507,0.28876549005508423,0.758824859009312,0.998199999332428
4,0.03196430971622467,0.24977894127368927,0.7612436759990735,0.9983999729156494
5,0.02230103838443756,0.2180335521697998,0.763099925493293,0.9983999729156494
6,0.016341644728183745,0.1959875524044037,0.7645621544995633,0.9993999600410461
