weight_gain,isomorphic_error,stage
1.0484848484848486,8.33623903013894e-09,final
1.0635353535353536,9.464078601013794e-09,final
1.0785858585858585,1.3537541178849385e-08,final
1.0936363636363635,9.99031178287605e-09,final
1.1086868686868687,9.453211787484413e-09,final
1.1237373737373737,1.0008954297138674e-08,final
1.1387878787878787,8.756625336577419e-09,final
1.1538383838383839,1.086141642781677e-08,final
1.1688888888888889,9.952139310751154e-09,final
1.1839393939393938,1.0275105437131032e-08,final
1.198989898989899,8.763051027252872e-09,final
1.214040404040404,9.477908420221469e-09,final
1.229090909090909,1.0815814581155121e-08,final
1.2441414141414142,9.909788252456811e-09,final
1.2591919191919192,1.1934565064599033e-08,final
1.2742424242424242,1.0284802348922961e-08,final
1.2892929292929294,1.0788806707538834e-08,final
1.3043434343434344,9.57989530712744e-09,final
1.3193939393939393,9.06143802601332e-09,final
1.3344444444444445,1.034572353075622e-08,final
1.3494949494949495,1.0013644948794802e-08,final
1.3645454545454545,1.1177200268643868e-08,final
1.3795959595959595,8.773327590536053e-09,final
1.3946464646464647,1.0516180124202478e-08,final
1.4096969696969697,9.172333185064302e-09,final
1.4247474747474747,1.0192449076711238e-08,final
1.4397979797979799,1.032864400412461e-08,final
1.4548484848484848,9.782711842971743e-09,final
1.4698989898989898,9.12657039717095e-09,final
1.484949494949495,1.1595509861604027e-08,final
1.5,1.05216594586541e-08,final
